index	category	name	col	row	slot_x	slot_y	slot_w	slot_h	content_x	content_y	content_w	content_h
0	safe_condition_signs	assembly-point	0	0	0	0	256	256	8	8	240	240
1	safe_condition_signs	break-to-obtain-access	1	0	256	0	256	256	264	8	240	240
2	safe_condition_signs	defibrillator	2	0	512	0	256	256	520	8	240	240
3	safe_condition_signs	doctor	3	0	768	0	256	256	776	8	240	240
4	safe_condition_signs	drinking-water	4	0	1024	0	256	256	1032	8	240	240
5	safe_condition_signs	emergency-exit-10	5	0	1280	0	256	256	1288	8	240	240
6	safe_condition_signs	emergency-exit-2	6	0	1536	0	256	256	1544	8	240	240
7	safe_condition_signs	emergency-exit-3	7	0	1792	0	256	256	1800	8	240	240
8	safe_condition_signs	emergency-exit-4	8	0	2048	0	256	256	2056	8	240	240
9	safe_condition_signs	emergency-exit-5	9	0	2304	0	256	256	2312	8	240	240
10	safe_condition_signs	emergency-exit-6	10	0	2560	0	256	256	2568	8	240	240
11	safe_condition_signs	emergency-exit-7	11	0	2816	0	256	256	2824	8	240	240
12	safe_condition_signs	emergency-exit-8	12	0	3072	0	256	256	3080	8	240	240
13	safe_condition_signs	emergency-exit-9	13	0	3328	0	256	256	3336	8	240	240
14	safe_condition_signs	emergency-exit-only-2	14	0	3584	0	256	256	3592	8	240	240
15	safe_condition_signs	emergency-exit-only-3	15	0	3840	0	256	256	3848	8	240	240
16	safe_condition_signs	emergency-exit-only-4	0	1	0	256	256	256	8	264	240	240
17	safe_condition_signs	emergency-exit-only-5	1	1	256	256	256	256	264	264	240	240
18	safe_condition_signs	emergency-exit-only-6	2	1	512	256	256	256	520	264	240	240
19	safe_condition_signs	emergency-exit-only-7	3	1	768	256	256	256	776	264	240	240
20	safe_condition_signs	emergency-exit-only	4	1	1024	256	256	256	1032	264	240	240
21	safe_condition_signs	emergency-exit	5	1	1280	256	256	256	1288	264	240	240
22	safe_condition_signs	emergency-eye-wash	6	1	1536	256	256	256	1544	264	240	240
23	safe_condition_signs	emergency-medical-shower	7	1	1792	256	256	256	1800	264	240	240
24	safe_condition_signs	emergency-shower	8	1	2048	256	256	256	2056	264	240	240
25	safe_condition_signs	emergency-stop-push-button	9	1	2304	256	256	256	2312	264	240	240
26	safe_condition_signs	emergency-telephone-2	10	1	2560	256	256	256	2568	264	240	240
27	safe_condition_signs	emergency-telephone-3	11	1	2816	256	256	256	2824	264	240	240
28	safe_condition_signs	emergency-telephone	12	1	3072	256	256	256	3080	264	240	240
29	safe_condition_signs	evacuation-assembly-point	13	1	3328	256	256	256	3336	264	240	240
30	safe_condition_signs	eye-wash	14	1	3584	256	256	256	3592	264	240	240
31	safe_condition_signs	fire-exit-2	15	1	3840	256	256	256	3848	264	240	240
32	safe_condition_signs	fire-exit	0	2	0	512	256	256	8	520	240	240
33	safe_condition_signs	first-aid-2	1	2	256	512	256	256	264	520	240	240
34	safe_condition_signs	first-aid-station	2	2	512	512	256	256	520	520	240	240
35	safe_condition_signs	first-aid	3	2	768	512	256	256	776	520	240	240
36	safe_condition_signs	lifejacket	4	2	1024	512	256	256	1032	520	240	240
37	safe_condition_signs	main-switch	5	2	1280	512	256	256	1288	520	240	240
38	safe_condition_signs	medical-eye-wash	6	2	1536	512	256	256	1544	520	240	240
39	safe_condition_signs	medical-point	7	2	1792	512	256	256	1800	520	240	240
40	safe_condition_signs	safe	8	2	2048	512	256	256	2056	520	240	240
41	safe_condition_signs	safety-shower	9	2	2304	512	256	256	2312	520	240	240
42	safe_condition_signs	slide-left-to-open	10	2	2560	512	256	256	2568	520	240	240
43	safe_condition_signs	slide-right-to-open	11	2	2816	512	256	256	2824	520	240	240
44	safe_condition_signs	smash-glass-in-emergency	12	2	3072	512	256	256	3080	520	240	240
45	safe_condition_signs	stretcher-point	13	2	3328	512	256	256	3336	520	240	240
46	safe_condition_signs	stretcher	14	2	3584	512	256	256	3592	520	240	240
